Timestamp,AGE,CGPA,GENDER,Year of Study,Sleeping Hours,Physical Activity,Stress level,Stress Impact on Academics,Stress Hotspot,Coping with SocialMedia,Social Media Impact on Academics
2025-01-01 00:00,23,7.61,Female,2nd,,,4,,Social Media,No,Medium
2025-01-01 00:00,23,5.8,Male,1st,,,9,,Assignments,Yes,Low
2025-01-01 00:00,19,4.21,Male,3rd,,,7,,Family,Yes,Low
2025-01-01 00:00,18,9.27,Male,1st,,,2,,Social Media,Yes,Medium
2025-01-01 00:00,23,5.08,Female,4th,,,9,,Family,No,High
2025-01-01 00:00,22,5.06,Female,2nd,,,7,,Family,Yes,Low
2025-01-01 00:00,19,4.76,Male,4th,,,8,,Exams,Yes,High
2025-01-01 00:00,21,5.31,Female,2nd,,,9,,Exams,No,High
2025-01-01 00:00,18,8.88,Male,4th,,,2,,Family,No,Medium
2025-01-01 00:00,22,6.83,Female,1st,,,4,,Family,No,Low
2025-01-01 00:00,24,9.7,Female,1st,,,2,,Exams,No,Low
2025-01-01 00:00,19,8.46,Female,1st,,,2,,Exams,No,Medium
2025-01-01 00:00,24,9.22,Male,2nd,,,2,,Social Media,Yes,Medium
2025-01-01 00:00,20,7.79,Male,2nd,,,4,,Social Media,No,Medium
2025-01-01 00:00,23,9.44,Female,3rd,,,1,,Assignments,No,High
2025-01-01 00:00,22,6.75,Male,2nd,,,6,,Exams,No,Low
2025-01-01 00:00,21,5.33,Male,1st,,,8,,Family,No,High
2025-01-01 00:00,22,8.69,Male,4th,,,2,,Exams,No,Low
2025-01-01 00:00,18,5.18,Male,1st,,,9,,Assignments,Yes,Low
2025-01-01 00:00,19,4.21,Male,2nd,,,9,,Family,Yes,Low
2025-01-01 00:00,20,5.07,Female,3rd,,,10,,Social Media,Yes,Low
2025-01-01 00:00,19,8.76,Male,1st,,,3,,Exams,No,High
2025-01-01 00:00,18,9.47,Male,4th,,,3,,Assignments,No,High
2025-01-01 00:00,21,9.74,Male,2nd,,,1,,Family,No,Low
2025-01-01 00:00,20,5.44,Male,2nd,,,7,,Social Media,No,Medium
2025-01-01 00:00,19,4.63,Female,1st,,,9,,Family,No,Low
2025-01-01 00:00,18,9.43,Male,2nd,,,2,,Exams,No,High
2025-01-01 00:00,18,4.57,Male,1st,,,7,,Exams,No,Low
2025-01-01 00:00,20,8.79,Male,3rd,,,1,,Family,Yes,Medium
2025-01-01 00:00,20,5.32,Male,1st,,,7,,Exams,Yes,Medium
2025-01-01 00:00,21,6.86,Male,3rd,,,5,,Assignments,No,High
2025-01-01 00:00,19,4.34,Female,3rd,,,9,,Family,Yes,Low
2025-01-01 00:00,24,8.8,Male,3rd,,,3,,Assignments,Yes,Medium
2025-01-01 00:00,19,4.41,Male,1st,,,9,,Exams,Yes,High
2025-01-01 00:00,22,5.13,Male,2nd,,,8,,Assignments,No,Medium
2025-01-01 00:00,20,8.59,Female,2nd,,,3,,Exams,No,Medium
2025-01-01 00:00,20,6.39,Female,2nd,,,5,,Assignments,Yes,High
2025-01-01 00:00,22,4.7,Female,2nd,,,10,,Family,No,Low
2025-01-01 00:00,18,6.92,Female,3rd,,,4,,Assignments,No,Medium
2025-01-01 00:00,18,9.23,Female,4th,,,2,,Social Media,No,Medium
2025-01-01 00:00,23,7.09,Female,3rd,,,4,,Assignments,Yes,High
2025-01-01 00:00,22,9.55,Male,4th,,,1,,Assignments,Yes,Low
2025-01-01 00:00,22,8.54,Female,4th,,,1,,Family,No,Low
2025-01-01 00:00,24,5.51,Female,1st,,,10,,Assignments,Yes,Low
2025-01-01 00:00,23,9.22,Male,3rd,,,3,,Family,Yes,High
2025-01-01 00:00,22,5.09,Male,4th,,,9,,Assignments,No,High
2025-01-01 00:00,24,9.35,Male,3rd,,,1,,Assignments,Yes,Medium
2025-01-01 00:00,20,6.93,Male,2nd,,,5,,Exams,Yes,High
2025-01-01 00:00,21,5.69,Male,4th,,,7,,Assignments,No,Medium
2025-01-01 00:00,20,9.43,Male,1st,,,2,,Assignments,Yes,Medium
2025-01-01 00:00,20,4.92,Female,1st,,,7,,Exams,Yes,Low
2025-01-01 00:00,22,7.69,Male,1st,,,5,,Assignments,Yes,Medium
2025-01-01 00:00,22,6.39,Male,4th,,,5,,Social Media,No,Medium
2025-01-01 00:00,18,8.93,Male,3rd,,,1,,Family,No,High
2025-01-01 00:00,19,8.65,Male,1st,,,3,,Family,No,Low
2025-01-01 00:00,19,8.72,Female,4th,,,1,,Family,Yes,Medium
2025-01-01 00:00,23,4.62,Female,3rd,,,8,,Exams,Yes,Medium
2025-01-01 00:00,23,7.65,Female,1st,,,5,,Exams,No,Medium
2025-01-01 00:00,18,4.23,Male,3rd,,,8,,Social Media,No,Medium
2025-01-01 00:00,23,4.75,Female,4th,,,10,,Family,Yes,Medium
2025-01-01 00:00,21,9.19,Male,2nd,,,2,,Exams,No,Medium
2025-01-01 00:00,24,6.68,Female,4th,,,6,,Exams,No,High
2025-01-01 00:00,18,6.69,Male,3rd,,,5,,Exams,Yes,Low
2025-01-01 00:00,21,8.81,Male,2nd,,,1,,Exams,Yes,Low
2025-01-01 00:00,24,6.91,Male,2nd,,,5,,Exams,No,Medium
2025-01-01 00:00,24,9.74,Female,4th,,,3,,Family,Yes,Low
2025-01-01 00:00,21,5.07,Female,2nd,,,7,,Assignments,Yes,Low
2025-01-01 00:00,20,9.63,Male,1st,,,3,,Exams,Yes,Low
2025-01-01 00:00,23,6.75,Male,4th,,,6,,Exams,Yes,High
2025-01-01 00:00,23,4.36,Female,1st,,,8,,Family,Yes,Medium
2025-01-01 00:00,23,5.44,Male,4th,,,10,,Social Media,No,Low
2025-01-01 00:00,23,5.1,Male,2nd,,,8,,Family,No,Low
2025-01-01 00:00,22,7.41,Female,1st,,,4,,Exams,No,High
2025-01-01 00:00,23,5.68,Male,4th,,,10,,Family,No,High
2025-01-01 00:00,19,8.28,Female,4th,,,1,,Assignments,Yes,Medium
2025-01-01 00:00,19,8.57,Female,2nd,,,3,,Social Media,Yes,Low
2025-01-01 00:00,24,4.74,Male,1st,,,10,,Exams,Yes,Medium
2025-01-01 00:00,21,6.68,Male,1st,,,5,,Exams,Yes,Low
2025-01-01 00:00,20,5.59,Female,4th,,,9,,Assignments,Yes,Low
2025-01-01 00:00,18,5.21,Female,4th,,,10,,Social Media,No,High
2025-01-01 00:00,18,9.74,Male,4th,,,1,,Family,Yes,Low
2025-01-01 00:00,22,6.86,Female,2nd,,,6,,Exams,No,Low
2025-01-01 00:00,23,7.15,Male,2nd,,,6,,Assignments,Yes,Low
2025-01-01 00:00,22,5.74,Male,4th,,,7,,Social Media,No,High
2025-01-01 00:00,18,5.28,Female,2nd,,,9,,Assignments,No,Low
2025-01-01 00:00,23,5.06,Male,1st,,,8,,Social Media,Yes,High
2025-01-01 00:00,22,8.87,Male,1st,,,1,,Assignments,Yes,High
2025-01-01 00:00,18,7.8,Female,3rd,,,5,,Family,Yes,Medium
2025-01-01 00:00,24,6.84,Female,1st,,,5,,Family,No,High
2025-01-01 00:00,23,5.62,Male,4th,,,10,,Social Media,Yes,Medium
2025-01-01 00:00,18,9.69,Female,4th,,,1,,Exams,Yes,Low
2025-01-01 00:00,24,6.74,Female,4th,,,4,,Exams,No,Medium
2025-01-01 00:00,24,5.34,Male,4th,,,8,,Exams,Yes,High
2025-01-01 00:00,24,8.71,Female,4th,,,3,,Social Media,Yes,Medium
2025-01-01 00:00,21,5.56,Male,1st,,,7,,Social Media,Yes,High
2025-01-01 00:00,20,8.64,Male,2nd,,,3,,Exams,No,Medium
2025-01-01 00:00,19,7.46,Female,4th,,,5,,Family,Yes,Low
2025-01-01 00:00,24,6.66,Male,1st,,,5,,Assignments,Yes,Medium
2025-01-01 00:00,24,8.38,Male,3rd,,,1,,Exams,No,Medium
2025-01-01 00:00,21,5.76,Female,4th,,,8,,Assignments,No,Low
2025-01-01 00:00,18,7.3,Female,4th,,,5,,Social Media,Yes,High
2025-01-01 00:00,22,8.62,Female,2nd,,,2,,Social Media,Yes,High
2025-01-01 00:00,24,4.4,Female,2nd,,,7,,Assignments,No,High
2025-01-01 00:00,19,7.41,Male,4th,,,5,,Social Media,No,Medium
2025-01-01 00:00,23,8.46,Female,1st,,,3,,Family,Yes,High
2025-01-01 00:00,20,7.23,Female,3rd,,,4,,Social Media,Yes,High
2025-01-01 00:00,21,7.72,Female,4th,,,5,,Family,No,Low
2025-01-01 00:00,18,7.3,Female,4th,,,6,,Assignments,No,Medium
2025-01-01 00:00,24,5.67,Male,2nd,,,9,,Exams,No,High
2025-01-01 00:00,18,8.78,Female,3rd,,,2,,Social Media,No,Medium
2025-01-01 00:00,20,4.87,Male,1st,,,8,,Exams,Yes,High
2025-01-01 00:00,24,4.47,Male,4th,,,7,,Social Media,No,Low
2025-01-01 00:00,20,7.01,Female,4th,,,4,,Family,Yes,Medium
2025-01-01 00:00,18,5.79,Female,4th,,,7,,Exams,Yes,High
2025-01-01 00:00,21,7.36,Male,3rd,,,5,,Assignments,No,High
2025-01-01 00:00,18,8.68,Female,3rd,,,3,,Assignments,No,Low
2025-01-01 00:00,20,8.6,Male,4th,,,1,,Social Media,No,Medium
2025-01-01 00:00,19,6.24,Female,4th,,,5,,Social Media,Yes,High
2025-01-01 00:00,22,7.28,Female,2nd,,,4,,Exams,Yes,High
2025-01-01 00:00,22,5.6,Female,2nd,,,8,,Family,Yes,High
2025-01-01 00:00,20,8.65,Male,4th,,,2,,Social Media,Yes,Low
2025-01-01 00:00,22,6.55,Male,2nd,,,4,,Social Media,No,Low
2025-01-01 00:00,23,6.97,Female,4th,,,6,,Social Media,Yes,Low
2025-01-01 00:00,18,4.23,Female,3rd,,,10,,Assignments,Yes,High
2025-01-01 00:00,22,4.31,Female,4th,,,10,,Assignments,Yes,Low
2025-01-01 00:00,24,9.05,Female,4th,,,2,,Exams,Yes,Medium
2025-01-01 00:00,23,5.2,Male,3rd,,,8,,Exams,Yes,High
2025-01-01 00:00,24,5.73,Male,1st,,,7,,Exams,Yes,Medium
2025-01-01 00:00,24,8.24,Female,4th,,,1,,Exams,Yes,Low
2025-01-01 00:00,19,4.64,Male,4th,,,8,,Assignments,Yes,Low
2025-01-01 00:00,23,8.9,Female,2nd,,,1,,Exams,Yes,Medium
2025-01-01 00:00,23,4.72,Female,3rd,,,9,,Exams,No,Medium
2025-01-01 00:00,19,9.52,Male,1st,,,1,,Social Media,Yes,High
2025-01-01 00:00,20,4.7,Male,4th,,,8,,Exams,No,High
2025-01-01 00:00,23,7.25,Female,2nd,,,5,,Exams,No,Low
2025-01-01 00:00,24,6.21,Male,4th,,,4,,Social Media,No,Medium
2025-01-01 00:00,23,7.64,Male,3rd,,,5,,Assignments,No,Low
2025-01-01 00:00,21,4.5,Male,2nd,,,10,,Family,Yes,Medium
2025-01-01 00:00,22,7.15,Female,3rd,,,4,,Assignments,No,High
2025-01-01 00:00,22,5.6,Female,2nd,,,8,,Social Media,Yes,High
2025-01-01 00:00,18,8.67,Female,1st,,,2,,Exams,No,High
2025-01-01 00:00,21,7.01,Male,3rd,,,4,,Assignments,No,Low
2025-01-01 00:00,24,7.06,Female,2nd,,,6,,Exams,No,Low
2025-01-01 00:00,24,8.89,Male,2nd,,,3,,Family,Yes,High
2025-01-01 00:00,20,9.8,Male,4th,,,3,,Assignments,Yes,High
2025-01-01 00:00,20,4.73,Male,1st,,,9,,Family,No,Low
2025-01-01 00:00,23,8.33,Male,3rd,,,2,,Family,Yes,Medium
2025-01-01 00:00,21,7.79,Female,1st,,,6,,Assignments,Yes,High
2025-01-01 00:00,18,8.82,Female,1st,,,1,,Assignments,Yes,High
2025-01-01 00:00,21,4.86,Male,2nd,,,8,,Social Media,No,Medium
2025-01-01 00:00,21,8.44,Female,2nd,,,1,,Family,No,Low
2025-01-01 00:00,22,5.23,Male,4th,,,9,,Exams,No,Low
2025-01-01 00:00,20,8.48,Male,3rd,,,1,,Assignments,No,Low
,23,9.92,Female,4th,,,2,,,,High
,23,9.02,Female,4th,,,2,,,,Low
,19,8.98,Female,3rd,,,2,,,,Low
,22,4.31,Female,4th,,,10,,,,High
,18,9.36,Female,2nd,,,1,,,,Low
,24,7.0,Male,4th,,,5,,,,Medium
,24,4.25,Male,2nd,,,10,,,,Medium
,22,8.72,Male,3rd,,,3,,,,High
,20,8.83,Female,4th,,,3,,,,Medium
,24,5.42,Female,1st,,,7,,,,Medium
,22,5.9,Male,4th,,,10,,,,High
,23,9.55,Male,1st,,,3,,,,Low
,18,5.71,Female,2nd,,,9,,,,Medium
,21,5.49,Male,3rd,,,8,,,,Low
,24,4.82,Female,3rd,,,10,,,,Low
,18,5.53,Male,1st,,,7,,,,Low
,21,7.06,Male,2nd,,,5,,,,Low
,18,7.51,Female,2nd,,,5,,,,Medium
,21,7.78,Female,2nd,,,5,,,,Medium
,23,6.88,Male,3rd,,,6,,,,Low
,23,7.5,Female,3rd,,,5,,,,Low
,20,4.53,Female,4th,,,9,,,,Medium
,18,8.87,Male,4th,,,2,,,,High
,24,7.57,Female,4th,,,6,,,,Medium
,18,4.78,Female,4th,,,8,,,,High
,18,4.95,Male,4th,,,7,,,,Low
,24,4.78,Male,3rd,,,7,,,,Low
,20,9.52,Male,2nd,,,1,,,,High
,20,4.29,Female,1st,,,8,,,,Low
,24,7.4,Male,3rd,,,6,,,,High
,18,9.77,Male,3rd,,,2,,,,Low
,20,5.66,Male,4th,,,7,,,,High
,20,6.29,Female,3rd,,,4,,,,Low
,24,5.81,Male,2nd,,,10,,,,High
,22,8.94,Male,2nd,,,2,,,,Medium
,22,7.26,Male,2nd,,,5,,,,High
,18,4.65,Female,2nd,,,7,,,,Medium
,24,7.24,Male,4th,,,5,,,,Low
,22,8.86,Female,1st,,,3,,,,Medium
,21,9.23,Male,3rd,,,3,,,,Low
,23,4.51,Female,4th,,,10,,,,Low
,19,7.8,Male,2nd,,,4,,,,Medium
,24,5.26,Male,1st,,,8,,,,High
,22,7.09,Male,1st,,,4,,,,Low
,19,7.12,Female,1st,,,5,,,,Medium
,18,6.84,Male,1st,,,4,,,,Low
,23,9.13,Male,2nd,,,2,,,,High
,23,9.82,Male,1st,,,2,,,,Low
,22,4.32,Male,4th,,,8,,,,Medium
,23,9.99,Female,1st,,,1,,,,Low
,20,8.9,Male,2nd,,,1,,,,High
,19,4.28,Male,3rd,,,9,,,,Medium
,23,4.83,Male,4th,,,9,,,,Medium
,22,9.3,Male,2nd,,,3,,,,Low
,22,6.21,Female,4th,,,6,,,,High
,22,8.79,Female,4th,,,2,,,,Medium
,24,4.83,Female,3rd,,,9,,,,Low
,19,3.94,Male,2nd,,,9,,,,Low
,23,5.29,Male,1st,,,8,,,,Medium
,22,7.54,Male,1st,,,6,,,,Medium
,18,9.2,Female,2nd,,,2,,,,High
,18,5.54,Male,1st,,,7,,,,Medium
,23,4.75,Female,4th,,,10,,,,Medium
,22,9.64,Female,3rd,,,3,,,,High
,21,9.99,Female,1st,,,3,,,,Medium
,20,5.42,Female,1st,,,9,,,,High
,21,3.96,Male,3rd,,,8,,,,Medium
,19,6.77,Male,2nd,,,6,,,,High
,21,4.02,Female,3rd,,,7,,,,High
,22,4.6,Male,2nd,,,7,,,,High
,19,9.57,Male,2nd,,,2,,,,High
,22,9.31,Male,2nd,,,3,,,,High
,18,7.78,Male,3rd,,,6,,,,High
,21,8.79,Female,3rd,,,3,,,,High
,22,7.45,Male,3rd,,,6,,,,Low
,24,5.42,Male,4th,,,8,,,,Medium
,20,5.57,Female,4th,,,9,,,,High
,22,7.01,Female,1st,,,4,,,,Low
,20,4.97,Female,2nd,,,10,,,,Medium
,20,7.12,Male,1st,,,4,,,,Medium
,21,4.6,Female,1st,,,9,,,,Low
,23,5.16,Male,1st,,,9,,,,Low
,21,4.16,Male,4th,,,10,,,,High
,18,5.75,Female,2nd,,,7,,,,High
,24,9.89,Male,3rd,,,3,,,,Low
,18,5.02,Male,4th,,,10,,,,Medium
,23,7.23,Female,3rd,,,5,,,,High
,18,5.22,Male,4th,,,10,,,,Low
,21,3.93,Male,4th,,,9,,,,Low
,19,4.87,Female,1st,,,10,,,,Medium
,21,9.53,Male,1st,,,2,,,,High
,21,7.22,Female,3rd,,,5,,,,Low
,24,6.85,Male,4th,,,5,,,,High
,18,8.76,Female,2nd,,,2,,,,Low
,23,4.45,Male,2nd,,,8,,,,Low
,20,9.98,Female,3rd,,,3,,,,Low
,19,9.12,Female,2nd,,,2,,,,Medium
,23,5.54,Male,1st,,,8,,,,Medium
,24,6.24,Female,2nd,,,4,,,,High
,20,4.18,Male,2nd,,,9,,,,High
,22,7.69,Male,4th,,,4,,,,Low
,20,6.96,Female,4th,,,4,,,,Medium
,19,4.14,Female,2nd,,,7,,,,High
,19,7.35,Female,4th,,,6,,,,High
,22,4.36,Female,1st,,,7,,,,Low
,23,7.47,Female,1st,,,5,,,,Medium
,21,7.49,Female,3rd,,,4,,,,High
,24,5.83,Female,1st,,,9,,,,Low
,24,4.82,Male,3rd,,,9,,,,Low
,22,5.22,Female,4th,,,8,,,,High
,24,6.67,Female,4th,,,6,,,,Low
,18,7.37,Male,3rd,,,6,,,,Low
,22,6.5,Female,2nd,,,6,,,,Medium
,21,4.91,Female,4th,,,7,,,,Low
,18,5.63,Male,3rd,,,10,,,,Low
,18,3.94,Female,2nd,,,8,,,,Medium
,20,6.73,Male,3rd,,,6,,,,Medium
,19,6.87,Female,1st,,,4,,,,High
,24,5.24,Female,3rd,,,7,,,,Medium
,23,4.04,Male,3rd,,,7,,,,Medium
,18,6.29,Female,3rd,,,6,,,,High
,24,8.9,Male,3rd,,,3,,,,High
,24,6.31,Male,4th,,,4,,,,High
,18,6.76,Female,4th,,,6,,,,Low
,19,9.48,Female,2nd,,,1,,,,High
,23,5.12,Male,3rd,,,9,,,,High
,20,7.71,Female,4th,,,4,,,,Low
,23,4.48,Male,3rd,,,10,,,,Medium
,19,8.89,Male,1st,,,3,,,,Low
,19,9.08,Male,4th,,,1,,,,High
,22,5.65,Female,3rd,,,7,,,,Low
,23,3.92,Male,4th,,,9,,,,Low
,19,8.99,Male,2nd,,,2,,,,Medium
,19,7.31,Female,1st,,,6,,,,High
,20,8.85,Male,3rd,,,3,,,,High
,19,3.96,Male,4th,,,10,,,,High
,23,9.44,Female,1st,,,3,,,,High
,24,6.99,Female,1st,,,4,,,,Medium
,20,9.75,Female,4th,,,1,,,,Low
,18,9.47,Male,2nd,,,2,,,,Low
,24,5.88,Male,4th,,,8,,,,Low
,22,4.31,Female,2nd,,,8,,,,High
,24,9.62,Male,1st,,,2,,,,High
,24,5.49,Male,4th,,,7,,,,High
,23,9.15,Female,4th,,,2,,,,Medium
,20,9.88,Male,1st,,,2,,,,Low
,20,9.62,Female,3rd,,,3,,,,High
,18,4.92,Male,4th,,,10,,,,Low
,23,5.84,Male,3rd,,,10,,,,High
,18,5.86,Male,4th,,,10,,,,Medium
,23,6.42,Male,1st,,,4,,,,High
,20,6.74,Female,1st,,,6,,,,Low
,20,6.7,Male,2nd,,,6,,,,High
,20,4.95,Male,4th,,,7,,,,Medium
,23,4.61,Male,3rd,,,9,,,,Low
,22,6.7,Male,1st,,,4,,,,High
,21,9.16,Male,3rd,,,2,,,,High
,24,5.81,Male,4th,,,9,,,,Medium
,23,3.97,Male,3rd,,,7,,,,Medium
,21,6.67,Female,4th,,,6,,,,Low
,22,6.69,Male,4th,,,5,,,,Medium
,23,9.79,Female,4th,,,3,,,,Low
,19,5.29,Female,1st,,,7,,,,Low
,21,7.09,Male,2nd,,,4,,,,Medium
,20,9.77,Female,4th,,,2,,,,Low
,20,4.41,Male,4th,,,8,,,,Low
,23,4.08,Female,3rd,,,8,,,,Medium
,23,6.67,Male,2nd,,,6,,,,High
,20,4.44,Female,4th,,,7,,,,Medium
,19,4.37,Male,4th,,,10,,,,High
,21,4.31,Female,3rd,,,9,,,,Medium
,24,5.81,Female,4th,,,10,,,,Medium
,24,4.74,Female,1st,,,9,,,,Medium
,20,5.57,Female,1st,,,9,,,,High
,22,4.19,Female,1st,,,10,,,,Low
,24,4.52,Female,1st,,,9,,,,Low
,21,4.93,Male,3rd,,,10,,,,High
,21,7.85,Female,3rd,,,6,,,,Low
,21,8.81,Male,3rd,,,3,,,,Low
,22,8.74,Male,3rd,,,2,,,,Medium
,21,9.61,Male,4th,,,3,,,,High
,24,5.74,Male,2nd,,,10,,,,High
,22,3.96,Male,4th,,,10,,,,High
,20,9.09,Female,2nd,,,2,,,,Low
,23,4.28,Male,1st,,,8,,,,High
,19,4.25,Female,1st,,,7,,,,Medium
,21,5.43,Male,3rd,,,7,,,,Low
,24,8.85,Male,1st,,,3,,,,High
,24,6.32,Female,4th,,,5,,,,High
,23,4.24,Male,3rd,,,10,,,,Medium
,19,7.01,Male,1st,,,5,,,,Medium
,24,8.85,Female,1st,,,3,,,,Medium
,18,5.76,Female,4th,,,9,,,,Medium
,21,7.73,Male,1st,,,5,,,,Low
,22,5.78,Female,3rd,,,7,,,,Medium
,20,5.42,Female,1st,,,9,,,,High
,24,9.63,Female,2nd,,,2,,,,Low
,22,4.39,Male,2nd,,,7,,,,Medium
,18,8.77,Female,3rd,,,1,,,,Medium
,22,5.02,Male,2nd,,,10,,,,High
,23,4.27,Male,2nd,,,7,,,,High
,22,4.39,Male,2nd,,,8,,,,Low
,18,5.14,Female,1st,,,9,,,,Medium
,18,5.19,Female,2nd,,,7,,,,High
,18,8.82,Male,4th,,,2,,,,Low
,24,5.18,Male,1st,,,7,,,,Low
,19,5.24,Male,1st,,,10,,,,Low
,19,4.19,Female,4th,,,7,,,,Medium
,21,9.07,Female,3rd,,,1,,,,High
,24,9.38,Female,1st,,,2,,,,High
,20,9.23,Female,4th,,,1,,,,Low
,24,7.06,Male,4th,,,6,,,,High
,21,4.3,Male,4th,,,8,,,,High
,20,5.89,Male,1st,,,7,,,,Medium
,19,9.68,Male,2nd,,,2,,,,High
,24,9.38,Female,1st,,,2,,,,High
,19,9.72,Male,1st,,,2,,,,Low
,21,9.63,Male,1st,,,3,,,,Low
,23,6.52,Female,1st,,,5,,,,Medium
,22,7.61,Female,4th,,,4,,,,High
,21,9.14,Male,2nd,,,3,,,,Medium
,18,6.7,Male,4th,,,5,,,,Medium
,20,8.81,Female,2nd,,,3,,,,Medium
,19,9.56,Male,1st,,,2,,,,Medium
,22,7.43,Female,3rd,,,5,,,,High
,24,4.15,Male,2nd,,,10,,,,Medium
,18,9.69,Female,1st,,,2,,,,High
,22,5.83,Female,4th,,,7,,,,High
,20,5.31,Female,4th,,,10,,,,High
,21,5.27,Female,2nd,,,8,,,,Medium
,20,7.59,Female,1st,,,5,,,,High
,23,9.06,Male,4th,,,1,,,,High
,22,5.66,Female,2nd,,,8,,,,High
,23,9.78,Female,4th,,,3,,,,High
,21,8.9,Male,1st,,,3,,,,High
,22,5.61,Female,1st,,,7,,,,Low
,23,5.36,Female,1st,,,10,,,,Low
,20,6.47,Male,3rd,,,6,,,,Medium
,21,5.46,Female,3rd,,,10,,,,Medium
,19,5.88,Male,3rd,,,7,,,,Low
,20,7.64,Female,2nd,,,5,,,,Medium
,20,4.58,Female,3rd,,,8,,,,Medium
,20,5.75,Male,2nd,,,9,,,,Medium
,24,7.49,Female,3rd,,,4,,,,Low
,21,5.77,Female,4th,,,8,,,,Medium
,21,5.11,Female,1st,,,9,,,,Low
,24,9.85,Male,4th,,,1,,,,High
,22,9.08,Female,2nd,,,1,,,,Low
,21,7.19,Female,4th,,,5,,,,Medium
,20,4.53,Male,1st,,,7,,,,Medium
,23,5.7,Male,4th,,,7,,,,Medium
,24,7.35,Male,4th,,,4,,,,Medium
,20,7.37,Female,3rd,,,6,,,,Medium
,18,4.74,Male,4th,,,10,,,,Medium
,24,4.6,Male,1st,,,7,,,,Low
,19,6.6,Male,3rd,,,5,,,,High
,23,9.0,Male,2nd,,,1,,,,Low
,22,7.65,Female,3rd,,,5,,,,Medium
,21,6.8,Female,3rd,,,6,,,,Low
,19,4.39,Female,2nd,,,7,,,,Medium
,23,4.55,Male,1st,,,7,,,,Low
,23,7.08,Female,1st,,,6,,,,High
,19,9.71,Female,2nd,,,2,,,,Medium
,19,9.47,Male,1st,,,3,,,,High
,21,4.67,Female,3rd,,,8,,,,High
,24,7.0,Male,3rd,,,6,,,,High
,21,4.85,Female,1st,,,7,,,,High
,22,9.43,Male,4th,,,1,,,,Low
,21,5.59,Male,3rd,,,7,,,,Low
,20,4.99,Female,1st,,,7,,,,High
,24,5.26,Male,4th,,,7,,,,High
,18,7.33,Male,2nd,,,4,,,,Medium
,23,5.05,Female,1st,,,7,,,,High
,24,9.85,Female,1st,,,2,,,,High
,18,7.01,Male,2nd,,,4,,,,Low
,19,5.56,Female,2nd,,,8,,,,Medium
,23,8.88,Male,4th,,,3,,,,Medium
,22,9.01,Female,1st,,,1,,,,Low
,19,5.28,Female,2nd,,,10,,,,High
,21,6.26,Female,3rd,,,4,,,,Medium
,18,9.13,Female,4th,,,3,,,,High
,22,9.4,Male,2nd,,,1,,,,High
,20,6.77,Male,1st,,,5,,,,Medium
,18,5.49,Female,3rd,,,10,,,,Medium
,18,8.76,Male,3rd,,,2,,,,Low
,22,9.11,Female,4th,,,3,,,,High
,23,4.58,Female,2nd,,,8,,,,Low
,23,6.33,Female,4th,,,6,,,,Low
,22,5.52,Female,4th,,,9,,,,Medium
,23,9.82,Male,2nd,,,3,,,,High
,20,9.05,Male,3rd,,,1,,,,Low
,23,5.59,Female,3rd,,,8,,,,Medium
,24,9.94,Female,2nd,,,3,,,,Medium
,20,8.74,Male,1st,,,3,,,,Low
,20,3.93,Male,3rd,,,7,,,,Low
,23,4.3,Female,2nd,,,9,,,,High
,23,5.6,Male,2nd,,,7,,,,Medium
,18,6.55,Female,1st,,,6,,,,High
,22,4.4,Male,3rd,,,10,,,,Low
,23,4.15,Male,3rd,,,7,,,,High
,21,7.3,Male,1st,,,5,,,,Low
,18,9.42,Female,4th,,,1,,,,Medium
,21,7.09,Male,1st,,,4,,,,Low
,18,5.08,Female,4th,,,7,,,,Low
,22,9.82,Female,1st,,,2,,,,High
,20,4.38,Male,2nd,,,9,,,,Medium
,18,5.35,Male,2nd,,,7,,,,Low
,19,8.76,Male,4th,,,1,,,,Medium
,20,5.16,Male,2nd,,,8,,,,Medium
,21,7.12,Female,1st,,,6,,,,High
,19,4.0,Female,1st,,,10,,,,High
,21,9.28,Female,4th,,,1,,,,Medium
,23,7.51,Male,2nd,,,6,,,,Low
,24,9.87,Male,2nd,,,2,,,,Medium
,18,7.18,Female,3rd,,,5,,,,High
,18,6.72,Male,4th,,,4,,,,Medium
,18,5.75,Female,3rd,,,7,,,,Low
,21,5.37,Male,4th,,,9,,,,High
,22,8.88,Male,3rd,,,1,,,,High
,23,7.59,Female,3rd,,,5,,,,Low
,18,5.86,Male,3rd,,,7,,,,Medium
,18,9.25,Female,1st,,,1,,,,Medium
,20,4.0,Female,4th,,,7,,,,High
,24,4.55,Male,4th,,,10,,,,Medium
,20,9.71,Male,2nd,,,1,,,,Medium
,23,6.27,Female,3rd,,,6,,,,High
,19,6.36,Female,1st,,,6,,,,Low
,19,4.62,Male,2nd,,,9,,,,High
,21,4.53,Male,4th,,,8,,,,High
,22,5.3,Male,3rd,,,7,,,,High
,23,4.31,Female,4th,,,10,,,,Medium
,24,9.23,Female,4th,,,2,,,,Medium
,23,6.23,Female,2nd,,,4,,,,Low
,21,5.19,Male,3rd,,,10,,,,Medium
,21,4.04,Male,4th,,,8,,,,Medium
,21,9.81,Female,4th,,,3,,,,Low
,23,7.79,Male,2nd,,,5,,,,Medium
,22,5.63,Female,4th,,,7,,,,Medium
,18,6.38,Female,4th,,,5,,,,High
,24,6.87,Female,3rd,,,4,,,,Medium
